URLs Downloaded, Size, # of outlinks found, Content-type
https://www.wsj.com/articles/the-fight-against-nation-state-cyberthreats-1513653060,1053291,289,text/html
https://www.wsj.com/news/types/my-ride,640281,267,text/html
https://www.wsj.com/amp/articles/u-s-adds-maduros-wife-to-sanctions-list-1537887002,45488,30,text/html
https://www.wsj.com/podcasts/will-brett-kavanaugh-be-confirmed/04C95BCB-36E6-4C8C-BE4E-EA9F879E3612.html?mod=article_inline,119952,97,text/html
https://www.wsj.com/articles/selective-outrage-on-documents-1537312874,1030696,260,text/html
https://www.wsj.com/amp/articles/white-house-open-to-testimony-from-second-kavanaugh-accuser-1537886519,57174,36,text/html
https://www.wsj.com/articles/carlyle-takes-minority-stake-in-pharmaceutical-ingredient-supplier-ambio-1536597709,1029444,257,text/html
https://www.wsj.com/articles/the-trump-tech-agenda-1520993220,1051736,289,text/html
https://www.wsj.com/articles/does-the-constitution-mandate-minimum-wage-hikes-1533078622,1031508,260,text/html
https://www.wsj.com/articles/what-does-knee-surgery-cost-few-know-and-thats-a-problem-1534865358,958262,35,text/html
https://www.wsj.com/articles/j-c-flowers-cerberus-agree-to-buy-german-lender-hsh-nordbank-1519310816?mod=article_inline,1033604,260,text/html
https://www.wsj.com/articles/californias-mortgage-raid-1537740610,1031125,260,text/html
https://www.wsj.com/articles/the-eb-5-visa-program-is-worth-retaining-1537898955,1029644,257,text/html
https://www.wsj.com/articles/the-new-censors-1537570818,1030652,260,text/html
https://www.wsj.com/articles/top-u-s-diplomat-backed-continuing-support-for-saudi-war-in-yemen-over-objections-of-staff-1537441200,1036558,259,text/html
https://www.wsj.com/news/author/1438,414741,247,text/html
https://www.wsj.com/articles/china-flush-with-cash-sets-sights-on-shipping-1514034000?mod=article_inline,1034064,262,text/html
https://www.wsj.com/articles/shootings-thrust-gun-control-into-midterm-campaign-ads-1537263001,955088,34,text/html
https://www.wsj.com/amp/articles/germanys-commercial-shipping-fleet-shrinks-by-a-third-1537707606,56672,34,text/html
https://www.wsj.com/amp/articles/the-home-grills-that-make-every-meal-a-commitment-1537886505,52462,29,text/html
https://www.wsj.com/articles/the-inside-story-of-when-verizon-learned-of-the-yahoo-breach-1513652820,1053885,289,text/html
https://www.wsj.com/articles/jordan-scrambles-to-recoup-funds-for-palestinians-lost-to-u-s-cuts-1537358400,1033228,259,text/html
https://www.wsj.com/articles/philadelphias-forfeiture-landmark-1537302383,1030953,260,text/html
https://www.wsj.com/articles/more-belt-and-road-backlash-1537832714,1030821,260,text/html
https://www.wsj.com/articles/push-to-execute-saudi-clerics-rattles-kingdoms-power-structure-1537097475,1035978,260,text/html
https://www.wsj.com/articles/what-happened-after-a-law-firm-got-hit-by-a-global-cyberattack-1513652400,1054350,289,text/html
https://www.wsj.com/news/author/7986,414693,247,text/html
https://www.wsj.com/news/types/elements,628807,256,text/html
https://www.wsj.com/articles/sundays-no-longer-a-day-of-rest-at-the-opera-1536957639,1031799,259,text/html
https://www.wsj.com/articles/microsofts-kevin-scott-on-quantum-machines-1520992800,1052060,289,text/html
https://www.wsj.com/articles/gunmen-storm-libyas-state-oil-company-as-supply-risks-grow-1536587997,1034409,259,text/html
https://www.wsj.com/articles/putins-missiles-for-syria-1537832395,1030439,260,text/html
https://www.wsj.com/articles/the-new-new-normal-1537484921,1030674,260,text/html
https://www.wsj.com/articles/why-we-have-to-really-worry-about-the-banks-cybersecurity-1513652881,1054114,289,text/html
https://www.wsj.com/news/author/1337,414731,247,text/html
https://www.wsj.com/articles/circle-of-life-elton-john-stays-with-music-label-1537537457,954553,34,text/html
https://www.wsj.com/articles/SB10001424052702304023804575566222489244374,1027454,258,text/html
https://www.wsj.com/articles/how-artificial-intelligence-will-transform-business-1520993160,1054289,289,text/html
https://www.wsj.com/articles/sharing-the-wealth-of-markets-1537484901,1031904,260,text/html
https://www.wsj.com/articles/hank-greenbergs-aig-wouldnt-have-needed-a-bailout-1537912677,1030815,257,text/html
https://www.wsj.com/articles/u-s-holds-talks-with-u-k-france-on-possible-syria-strikes-1536618235,1035927,259,text/html
https://www.wsj.com/articles/where-the-jobs-are-cybersecurity-1513652460,1052390,289,text/html
https://www.wsj.com/amp/articles/why-the-left-is-consumed-with-hate-1537723198,51437,25,text/html
https://www.wsj.com/articles/digital-publisher-mic-network-is-considering-acquisition-offer-from-media-company-1537543910,1032853,259,text/html
https://www.wsj.com/articles/irans-rouhani-says-u-s-is-disregarding-global-norms-1537902818,1032963,258,text/html
https://www.wsj.com/articles/why-the-left-is-consumed-with-hate-1537723198,1031603,257,text/html
https://www.wsj.com/articles/the-next-big-things-in-business-computing-1520992920,1052453,289,text/html
https://www.wsj.com/articles/u-s-sanctions-thai-company-for-ties-to-irans-mahan-air-1536937751,1032203,259,text/html
https://www.wsj.com/podcasts/shots-fired-in-trump-trade-war-more-brexit-mayhem/9E463599-8E2A-4892-9339-C25A824A7E42.html?mod=article_inline,120814,97,text/html
https://www.wsj.com/articles/the-rebellion-at-justice-1537740521,1031125,260,text/html
https://www.wsj.com/articles/israeli-american-fatally-stabbed-in-the-west-bank-1537114584,1031494,259,text/html
https://www.wsj.com/articles/ceo-council-members-1510955310,1052647,289,text/html
https://www.wsj.com/amp/articles/shoppers-love-rewards-credit-cards-retailers-hate-them-1537867801,57630,39,text/html
https://www.wsj.com/amp/articles/irans-rouhani-says-u-s-is-disregarding-global-norms-1537902818,45422,27,text/html
https://www.wsj.com/articles/bustle-owner-plans-to-double-down-on-gawker-1537211032,1063820,265,text/html
https://www.wsj.com/articles/tiger-woods-caps-season-with-a-win-at-the-tour-championship-1537741911,1032582,260,text/html
https://www.wsj.com/news/author/8073,414782,247,text/html
https://www.wsj.com/articles/companies-are-seeing-how-vulnerable-they-are-to-hacks-1520993460,1052511,289,text/html
https://www.wsj.com/articles/twitter-shuts-down-iraqi-militia-leaders-account-over-rocket-attack-on-u-s-consulate-1536787707,1035096,258,text/html
https://www.wsj.com/articles/the-presumption-of-guilt-1537570627,1029607,260,text/html
https://www.wsj.com/articles/dianne-feinstein-on-the-hot-seat-1537463501,1031176,261,text/html
https://www.wsj.com/articles/lyfts-jill-wetzler-on-the-challenge-that-keeps-her-up-1520992860,1052745,289,text/html
https://www.wsj.com/articles/the-nfls-un-american-new-fad-tie-games-1537205533,1033174,262,text/html
https://www.wsj.com/articles/shoppers-love-rewards-credit-cards-retailers-hate-them-1537867801,1035737,259,text/html
https://www.wsj.com/articles/justice-department-has-ordered-key-chinese-state-media-firms-to-register-as-foreign-agents-1537296756,1036727,261,text/html
https://www.wsj.com/articles/the-cost-cutting-potential-of-blockchain-1520993100,1054722,289,text/html
https://www.wsj.com/articles/lighthizers-nafta-bluff-1537916765,1030423,260,text/html
https://www.wsj.com/articles/italys-insurgent-bust-1537399989,1030386,260,text/html
https://www.wsj.com/articles/the-political-and-humanitarian-impact-of-an-offensive-in-idlib-1536925768,1031778,257,text/html
https://www.wsj.com/articles/the-growing-role-of-the-cio-1520992980,1052356,289,text/html
https://www.wsj.com/articles/networks-streaming-services-square-off-at-the-emmys-1537228136,1034642,261,text/html
https://www.wsj.com/news/types/pepper-salt,634752,267,text/html
https://www.wsj.com/articles/a-new-look-real-madrid-shoots-for-four-champions-league-titles-in-a-row-1537289008,1032870,260,text/html
https://www.wsj.com/news/author/7544,414833,247,text/html
https://www.wsj.com/news/types/technology,643144,267,text/html
https://www.wsj.com/articles/iran-seethes-at-saudi-arabia-west-after-deadly-terror-attack-1537722880,1033574,259,text/html
https://www.wsj.com/articles/grapes-of-union-wrath-1537570863,1030211,260,text/html
https://www.wsj.com/articles/SB10001424052702303815404577333840377381670?mod=article_inline,1031286,258,text/html
https://www.wsj.com/amp/articles/nafta-deal-could-move-ahead-with-only-mexico-according-to-u-s-trade-representative-1537888570,55977,33,text/html
https://www.wsj.com/articles/kenyan-sets-world-record-at-berlin-marathon-1537094509,1031879,261,text/html
https://www.wsj.com/articles/time-for-market-based-interest-rates-again-1537898905,1029397,257,text/html
https://www.wsj.com/articles/in-disneylands-hometown-once-warm-relations-have-frozen-1537801201,1034820,261,text/html
https://www.wsj.com/articles/eagles-set-to-fly-with-carson-wentz-back-1537738530,1032063,260,text/html
https://www.wsj.com/articles/maybe-its-finally-time-to-invoke-the-fusty-logan-act-1537478966,1030737,257,text/html
https://www.wsj.com/articles/behind-the-messy-expensive-split-between-facebook-and-whatsapps-founders-1528208641?mod=article_inline,959786,39,text/html
https://www.wsj.com/articles/moon-shot-in-korea-1537399218,1030461,260,text/html
https://www.wsj.com/articles/gunmen-kill-at-least-20-in-separatist-attack-on-iranian-military-parade-1537623891,1033237,259,text/html
https://www.wsj.com/articles/exposing-a-false-richard-nixon-tale-again-1537555521,1029732,257,text/html
https://www.wsj.com/articles/disney-doesnt-need-hulu-to-challenge-netflix-1537178580,1032266,257,text/html
https://www.wsj.com/articles/clinton-trump-and-authoritarianism-1537385882,1031029,261,text/html
https://www.wsj.com/articles/consider-the-more-positive-aspects-of-hell-1537555645,1029518,257,text/html
https://www.wsj.com/amp/articles/state-officials-open-to-joint-probes-of-big-tech-companies-1537913021,53155,34,text/html
https://www.wsj.com/articles/u-s-orders-shutdown-of-plo-office-in-washington-1536595260,1034646,260,text/html
https://www.wsj.com/articles/schumers-fbi-ploy-1537313532,1030622,260,text/html
https://www.wsj.com/articles/the-politics-of-destruction-1537831889,1030828,260,text/html
https://www.wsj.com/articles/syrias-looming-idlib-offensive-is-stalled-by-turkey-1536937136,1032008,259,text/html
https://www.wsj.com/news/author/8117,414752,247,text/html
https://www.wsj.com/articles/there-is-a-good-reason-why-milk-is-pasteurized-1537801154,1030411,257,text/html
https://www.wsj.com/articles/pepper-and-salt-1537899070,1026458,258,text/html
https://www.wsj.com/articles/private-equity-firms-tpg-and-rockbridge-are-exploring-a-sale-of-ticketing-company-axs-1537136911,1038095,265,text/html
https://www.wsj.com/news/author/7287,414761,247,text/html
https://www.wsj.com/articles/the-nlrbs-rule-making-follows-the-rules-1537740221,1029802,257,text/html
https://www.wsj.com/articles/saudi-led-coalition-resumes-assault-on-yemeni-port-city-1536776795,1035421,261,text/html
https://www.wsj.com/articles/the-most-dangerous-place-to-bicycle-in-america-1537867800,953941,35,text/html
https://www.wsj.com/articles/the-metoo-kavanaugh-ambush-1537197395,1031165,260,text/html
https://www.wsj.com/articles/u-s-backed-forces-take-aim-at-last-isis-remnants-in-syria-1536702786,1032573,259,text/html
https://www.wsj.com/articles/understanding-the-public-offerings-decline-1537801375,1029970,257,text/html
https://www.wsj.com/amp/articles/singapore-imposes-fines-restrictions-over-uber-grab-deal-1537767485,49594,32,text/html
https://www.wsj.com/articles/sky-takeover-explained-1523539364,1027119,257,text/html
https://www.wsj.com/news/author/7856,414772,247,text/html
https://www.wsj.com/articles/the-company-implosion-pageant-1537724159,1029814,260,text/html
https://www.wsj.com/articles/harley-davidson-is-still-here-because-of-past-tariffs-1537478870,1030503,257,text/html
https://www.wsj.com/articles/russia-turkey-to-create-buffer-zone-in-syrian-opposition-stronghold-1537208165,1037335,261,text/html
https://www.wsj.com/articles/the-missing-china-trade-strategy-1537313246,1031353,260,text/html
https://www.wsj.com/articles/michael-kors-near-deal-to-buy-versace-for-around-2-35-billion-1537790108,1036270,261,text/html
https://www.wsj.com/articles/tensions-mount-at-israel-gaza-border-as-talks-stall-1537548967,1032694,259,text/html
https://www.wsj.com/articles/pope-franciss-deal-with-china-violates-vatican-ii-1537478827,1029841,257,text/html
https://www.wsj.com/articles/small-stocks-hang-on-to-big-gains-for-now-1535564131,1033377,260,text/html
https://www.wsj.com/news/author/7513,414840,247,text/html
https://www.wsj.com/articles/conductors-philharmonic-debut-is-a-high-note-in-holland-1537364494,1033036,260,text/html
https://www.wsj.com/articles/new-york-city-curbs-pilot-program-that-cracks-down-on-parking-during-rush-hours-1534205225,1033220,260,text/html
https://www.wsj.com/articles/ai-revolution-seems-closer-than-it-will-be-1537555721,1029864,257,text/html
https://www.wsj.com/articles/israel-strikes-iranian-arms-shipment-at-damascus-airport-1537092486,1032762,259,text/html
https://www.wsj.com/articles/at-u-n-gathering-leaders-face-global-problemsand-contrasting-views-1537793248?mod=article_inline,1036257,261,text/html
https://www.wsj.com/articles/cracking-the-proxy-racket-1537227532,1030695,260,text/html
https://www.wsj.com/articles/islamic-states-deadly-return-in-libya-imperils-oil-output-1537272001,1035437,261,text/html
https://www.wsj.com/articles/drug-rebates-help-many-but-not-patients-1537740261,1029871,257,text/html
https://www.wsj.com/articles/the-new-business-banker-a-private-equity-firm-1534075200,1033325,259,text/html
https://www.wsj.com/amp/articles/winnie-the-pooh-exploring-a-classic-review-an-un-stuffed-story-1529146800,51487,25,text/html
https://www.wsj.com/articles/stocks-to-watch-tilray-jpmorgan-chase-red-hat-1537441409,1034438,261,text/html
https://www.wsj.com/articles/considering-lehmans-failure-10-years-later-1537395648,1030459,257,text/html
https://www.wsj.com/articles/turkeys-economic-woes-raise-tensions-in-egypt-1537531200,1034447,259,text/html
https://www.wsj.com/articles/politicizing-the-fbi-1537399543,1030254,260,text/html
https://www.wsj.com/articles/lawyer-for-kavanaughs-accuser-faces-tough-scrutiny-1537746608?mod=article_inline,1034452,263,text/html
https://www.wsj.com/articles/dont-disparage-or-restrict-proxy-advisors-1537801196,1030435,257,text/html
https://www.wsj.com/amp/articles/uber-wins-court-appeal-over-drivers-working-classification-1537898188,49241,29,text/html
https://www.wsj.com/articles/blind-auction-complicates-bidding-for-sky-1537522201,1036432,262,text/html
https://www.wsj.com/news/author/7773,414840,247,text/html
https://www.wsj.com/articles/hitchhiking-leads-to-joyful-life-long-journey-together-1537898685,1029735,257,text/html
https://www.wsj.com/articles/treasury-report-calls-for-more-regulatory-leeway-for-fintech-startups-1533045737,1033909,261,text/html
https://www.wsj.com/articles/clueless-in-seattle-1537740461,1029475,257,text/html
https://www.wsj.com/news/types/politics-and-policy,644432,267,text/html
https://www.wsj.com/articles/iranians-cant-leave-home-as-sinking-currency-stymies-travel-1536840000,1033017,259,text/html
https://www.wsj.com/articles/we-are-at-the-limit-trumps-tariffs-turn-small-businesses-upside-down-1533660467,1035174,259,text/html
https://www.wsj.com/articles/resolve-puerto-ricos-debt-constitutionally-1537395408,1030542,257,text/html
https://www.wsj.com/amp/articles/an-awkward-trek-through-time-at-the-penn-museum-1526325304,53507,25,text/html
https://www.wsj.com/articles/indias-hindi-zealots-should-show-humility-1537898796,1029623,257,text/html
https://www.wsj.com/articles/how-i-beat-math-phobiaand-became-a-better-entrepreneur-1511751960,1053820,289,text/html
https://www.wsj.com/articles/new-fdic-leader-joins-push-to-re-evaluate-banking-rulebook-1533560401,1035504,261,text/html
https://www.wsj.com/amp/articles/dunkin-to-drop-donuts-from-brands-name-1537905438,47191,31,text/html
https://www.wsj.com/articles/as-kavanaugh-talks-continue-lawmakers-hone-their-arguments-1537719840?mod=article_inline,1036872,264,text/html
https://www.wsj.com/news/author/8717,414749,247,text/html
https://www.wsj.com/articles/bert-and-ernie-political-puppets-1537399363,1030434,260,text/html
https://www.wsj.com/articles/trump-to-sign-executive-order-on-retirement-savings-1535673624,1032310,259,text/html
https://www.wsj.com/articles/china-provides-a-better-life-in-xinjiang-1537801340,1030270,257,text/html
https://www.wsj.com/articles/venture-capitalists-talk-about-the-big-investments-they-didnt-make-1525140420,1055265,288,text/html
https://www.wsj.com/amp/articles/walk-this-way-footwear-from-the-stuart-weitzman-collection-of-historic-shoes-review-1525200321,51509,25,text/html
https://www.wsj.com/articles/treasury-cracks-down-on-the-crack-and-pack-1533742559,1037328,262,text/html
https://www.wsj.com/amp/articles/trump-pursues-trade-deals-in-asia-europe-amid-frostiness-with-china-1537821235,61680,34,text/html
https://www.wsj.com/articles/as-kavanaugh-talks-continue-lawmakers-hone-their-arguments-1537719840?mod=article_inline&tesla=y,1036947,264,text/html
https://www.wsj.com/articles/the-improbable-wendell-willkie-review-an-outsider-in-the-arena-1536888405,1031186,257,text/html
https://www.wsj.com/articles/congress-fix-this-tax-reform-glitch-1534460668,1032023,257,text/html
https://www.wsj.com/articles/chipotle-ceo-plans-broader-menu-longer-hours-1530139766,1033141,259,text/html
https://www.wsj.com/articles/facial-recognition-goes-mainstream-1537322700?cx_refModule=nwsrl&mod=nwsrl_journal_reports_technology,1056901,290,text/html
https://www.wsj.com/articles/christine-blasey-ford-vs-brett-kavanaugh-1537479017,1029387,257,text/html
https://www.wsj.com/articles/startups-see-lucractive-niche-in-plus-size-clothing-1511752321,1053145,288,text/html
https://www.wsj.com/articles/former-mcdonalds-international-executive-to-lead-dunkin-brands-1531318923,1037586,262,text/html
https://www.wsj.com/articles/amazon-orders-20-000-mercedes-benz-vans-for-new-delivery-service-1536157804,1035744,261,text/html
https://www.wsj.com/articles/schumann-the-faces-and-the-masks-review-a-dreamer-at-the-piano-1536957468,1031731,257,text/html
https://www.wsj.com/articles/brett-kavanaugh-hearing-what-has-been-settled-1537732465?mod=article_inline,1033006,260,text/html
https://www.wsj.com/articles/there-isnt-any-humane-meat-from-animals-1533664547,1029826,257,text/html
https://www.wsj.com/articles/some-thoughts-on-the-gov-browns-six-terms-in-office-1537740141,1030948,257,text/html
https://www.wsj.com/articles/a-startup-tries-to-make-high-heels-less-painful-1525140060,1053865,288,text/html
https://www.wsj.com/articles/a-startup-offers-a-new-vision-for-trading-across-different-markets-1537754461?cx_refModule=nwsrl&mod=nwsrl_journal_reports_technology,1058285,291,text/html
https://www.wsj.com/articles/mondelez-recalls-ritz-crackers-on-salmonella-concern-1532292598,1031910,259,text/html
https://www.wsj.com/articles/kavanaugh-controversy-adds-to-publics-crisis-of-confidence-1537799881?mod=article_inline&tesla=y,1033614,259,text/html
https://www.wsj.com/articles/walls-a-history-of-civilization-in-blood-and-brick-review-and-stay-out-1536887942,1032154,257,text/html
https://www.wsj.com/articles/fintech-crowd-dives-into-subprime-credit-card-lending-1534189198,1034434,261,text/html
https://www.wsj.com/articles/opposition-to-kavanaugh-nomination-grows-among-voters-new-poll-shows-1537477360?mod=article_inline&tesla=y,1036928,260,text/html
https://www.wsj.com/articles/the-summer-of-plastic-straw-bans-how-we-got-there-1533634200,1037332,262,text/html
https://www.wsj.com/articles/forget-passwords-its-time-for-passphrases-1537322580?cx_refModule=nwsrl&mod=nwsrl_journal_reports_technology,1054985,292,text/html
https://www.wsj.com/articles/flying-united-separation-of-families-hurts-1537395590,1029769,257,text/html
https://www.wsj.com/articles/the-10-biggest-crowdfunding-campaigns-where-are-they-now-1525140660,955109,37,text/html
https://www.wsj.com/amp/articles/forget-passwords-its-time-for-passphrases-1537322580,50261,34,text/html
https://www.wsj.com/news/author/8695,414734,247,text/html
https://www.wsj.com/articles/after-eating-at-99-of-the-worlds-best-restaurants-a-gourmet-whiffs-at-100-1532963639,958008,34,text/html
https://www.wsj.com/articles/new-group-supports-candidates-who-back-economic-interests-of-black-americans-1534194471,1033784,257,text/html
https://www.wsj.com/articles/boomer1-review-retire-or-well-retire-you-1536884989,1030684,257,text/html
https://www.wsj.com/articles/chefd-is-sold-to-a-food-consultancy-1532512807,1031791,260,text/html
https://www.wsj.com/news/author/8072,414824,247,text/html
https://www.wsj.com/amp/articles/the-politics-of-destruction-1537831889,49772,27,text/html
https://www.wsj.com/news/author/7373,414730,247,text/html
https://www.wsj.com/articles/chipotle-faces-new-food-safety-scare-1500395902?mod=article_inline,1031822,260,text/html
https://www.wsj.com/articles/as-franchising-takes-off-these-businesses-are-hottest-1525140240,1053184,288,text/html
https://www.wsj.com/articles/private-equity-turns-to-big-data-to-find-deals-1537754581?cx_refModule=nwsrl&mod=nwsrl_journal_reports_technology,1055902,291,text/html
https://www.wsj.com/articles/long-before-his-racial-slur-papa-johns-founder-was-at-odds-with-his-company-1532444098,956960,35,text/html
https://www.wsj.com/articles/five-best-donal-ryan-on-novels-about-college-days-1536886082,1029928,257,text/html
https://www.wsj.com/articles/an-unlikely-victim-of-saudi-arabias-dispute-with-qatar-tv-rights-1536266561,1033753,259,text/html
https://www.wsj.com/articles/a-new-york-summer-road-trip-in-search-of-burgers-and-soft-serve-1533821671,954528,35,text/html
https://www.wsj.com/articles/whats-a-qcdand-why-taxpayers-need-to-know-the-answer-now-1537754522?cx_refModule=nwsrl&mod=nwsrl_journal_reports_technology,1055950,289,text/html
https://www.wsj.com/articles/what-linkedin-founder-reid-hoffman-learned-from-an-early-failure-1525140240,1054692,289,text/html
https://www.wsj.com/articles/chipotle-picks-taco-bell-ceo-brian-niccol-to-be-its-new-chief-1518557401?mod=article_inline,1032159,260,text/html
https://www.wsj.com/news/author/7242,414732,247,text/html
https://www.wsj.com/articles/the-case-for-revamping-401-k-s-1537754400?cx_refModule=nwsrl&mod=nwsrl_journal_reports_technology,1055350,290,text/html
https://www.wsj.com/articles/new-era-at-amazons-whole-foods-grates-on-some-suppliers-employees-1530526964,1038218,264,text/html
https://www.wsj.com/articles/regional-banks-still-need-a-lending-boost-1535292000,1033130,259,text/html
https://www.wsj.com/amp/articles/michael-kors-near-deal-to-buy-versace-for-around-2-35-billion-1537790108,57663,37,text/html
https://www.wsj.com/articles/reits-as-an-etf-pluses-and-minuses-1536545100,1053861,288,text/html
https://www.wsj.com/articles/do-you-know-cobol-if-so-there-might-be-a-job-for-you-1537550913?cx_refModule=nwsrl&mod=nwsrl_journal_reports_technology,1056540,291,text/html
https://www.wsj.com/articles/chipotle-lifts-outlook-as-revenue-climbs-1532639969?mod=article_inline,1031789,259,text/html
https://www.wsj.com/articles/why-banning-tips-can-be-a-risky-strategy-for-restaurants-1525140540,1053817,288,text/html
https://www.wsj.com/articles/a-better-way-to-think-about-portfolio-rebalancing-1537754941?cx_refModule=nwsrl&mod=nwsrl_journal_reports_technology,1056554,290,text/html
https://www.wsj.com/policy/data-policy,588209,237,text/html
https://www.wsj.com/articles/why-the-traditional-way-of-measuring-value-stocks-may-be-history-1536545400,1055482,288,text/html
https://www.wsj.com/articles/u-s-cities-will-be-able-to-compete-for-funding-from-jpmorgan-1536724860,1034181,260,text/html
https://www.wsj.com/policy/copyright-policy,588048,237,text/html
https://www.wsj.com/articles/the-c-suite-as-prime-target-for-cyberattacks-1513652581,1052929,289,text/html
https://www.wsj.com/articles/the-cyberthreats-that-most-worry-election-officials-1537322820?cx_refModule=nwsrl&mod=nwsrl_journal_reports_technology,1055662,290,text/html
https://www.wsj.com/articles/an-entrepreneur-with-autism-finds-his-own-path-1511752381,954596,34,text/html
https://www.wsj.com/articles/chipotle-explains-food-safety-practices-in-new-ad-campaign-1474453980?mod=article_inline,1033449,260,text/html
https://www.wsj.com/amp/articles/exploring-a-museums-shifting-identity-1525722619,52162,25,text/html
https://www.wsj.com/news/author/8102,414711,247,text/html
https://www.wsj.com/articles/here-come-the-new-eu-rules-on-data-privacy-1513652520,1052451,289,text/html
https://www.wsj.com/articles/the-cybersecurity-risks-from-the-internet-of-things-1513652760,1053804,289,text/html
https://www.wsj.com/articles/when-to-pick-a-mutual-fund-over-its-etf-version-1533521340,1053648,288,text/html
https://www.wsj.com/amp/articles/verizon-launches-early-retirement-program-to-trim-workforce-1537882479,48614,34,text/html
https://www.wsj.com/articles/instagram-unveils-new-long-form-video-hub-1529526598?mod=article_inline,1032757,261,text/html
https://www.wsj.com/amp/articles/chipotle-gets-real-in-new-ads-focused-on-fresh-ingredients-1537786800,48881,31,text/html
https://www.wsj.com/articles/what-kathryn-minshew-co-founder-of-the-muse-learned-from-an-earlier-failure-1525140300,1054124,288,text/html
https://www.wsj.com/articles/wealth-management-firms-battle-over-millennials-1537754880?cx_refModule=nwsrl&mod=nwsrl_journal_reports_technology,1056211,289,text/html
https://www.wsj.com/articles/sharon-salzberg-how-much-money-is-enough-1536780213,1033493,258,text/html
https://www.wsj.com/articles/instagram-finds-focus-under-efficiency-guru-1492075801?mod=article_inline&page=1&pos=20,1033728,261,text/html
https://www.wsj.com/amp/articles/a-startup-offers-a-new-vision-for-trading-across-different-markets-1537754461,53638,33,text/html
https://www.wsj.com/amp/articles/artificial-intelligence-the-robots-are-now-hiring-moving-upstream-1537435820,51486,27,text/html
https://www.wsj.com/news/author/7299,414701,247,text/html
https://www.wsj.com/articles/the-corporate-boards-role-when-it-comes-to-cybersecurity-1513652940,1053519,289,text/html
https://www.wsj.com/articles/pot-premium-surging-demand-inflates-price-of-marijuana-etf-1537628400,1031213,260,text/html
https://www.wsj.com/news/types/heard-on-the-street,641175,267,text/html
https://www.wsj.com/articles/marriott-heads-hospitality-and-leisure-companies-in-management-top-250-1537462140?cx_refModule=nwsrl&mod=nwsrl_journal_reports_technology,1054637,289,text/html
https://www.wsj.com/articles/gig-work-may-stifle-some-startups-1511751901,1051885,288,text/html
https://www.wsj.com/amp/articles/a-multi-layered-drama-1531504215,47885,25,text/html
https://www.wsj.com/news/author/8037,414814,247,text/html
https://www.wsj.com/articles/cybersecurity-in-the-trump-era-1513652640,1052288,289,text/html
https://www.wsj.com/news/types/keywords,642289,267,text/html
https://www.wsj.com/articles/why-immigrants-make-great-entrepreneurs-1511752261,1051948,288,text/html
https://www.wsj.com/articles/how-ai-can-help-stop-cyberattacks-1537322940?cx_refModule=nwsrl&mod=nwsrl_journal_reports_technology,1058887,291,text/html
https://www.wsj.com/articles/janice-bryant-howroyd-its-not-what-they-call-you-its-what-you-answer-to-1537475222,1032252,258,text/html
https://www.wsj.com/articles/whatsapp-co-founder-leaving-facebook-after-dispute-over-ads-1525135780?mod=article_inline,1033326,261,text/html
https://www.wsj.com/amp/articles/debilitated-but-infinitely-human-1535732524,48770,25,text/html
https://www.wsj.com/articles/where-retirees-underestimate-spending-1524061487,1054059,288,text/html
https://www.wsj.com/amp/articles/an-exhibition-to-tickle-you-pink-1536691623,52548,25,text/html
https://www.wsj.com/articles/the-irs-is-still-coming-for-you-offshore-tax-cheats-1536917401,1035022,263,text/html
https://www.wsj.com/articles/how-hackers-talk-their-way-into-getting-company-secrets-1537322640?cx_refModule=nwsrl&mod=nwsrl_journal_reports_technology,1055764,291,text/html
https://www.wsj.com/articles/unlocking-the-business-secrets-of-escape-rooms-1524838226,1052912,288,text/html
https://www.wsj.com/articles/the-top-colleges-in-midwestern-big-cities-1513274421,1052618,288,text/html
https://www.wsj.com/articles/retiring-soon-plan-for-market-downturns-1537522201,1034964,260,text/html
https://www.wsj.com/news/author/8715,414720,247,text/html
https://www.wsj.com/news/author/7194,413872,248,text/html
https://www.wsj.com/articles/so-you-want-to-start-a-travel-business-in-retirement-1524232727,1053342,288,text/html
https://www.wsj.com/amp/articles/salesforce-partners-with-apple-for-business-apps-1537801889,44989,28,text/html
https://www.wsj.com/articles/the-art-market-pounces-on-its-next-big-star-now-she-has-to-hold-on-1537539884,955983,35,text/html
https://www.wsj.com/articles/the-top-colleges-in-southern-big-cities-1515698995,1053236,288,text/html
https://www.wsj.com/articles/how-to-tell-if-tenants-are-getting-rowdy-one-landlord-found-a-solution-1525140001,1054658,289,text/html
https://www.wsj.com/news/author/6135,414760,247,text/html
https://www.wsj.com/articles/the-future-of-credit-card-id-verification-1537754760?cx_refModule=nwsrl&mod=nwsrl_journal_reports_technology,1055727,289,text/html
https://www.wsj.com/articles/bitcoin-etfs-keep-trying-despite-regulators-rejections-1537754701?cx_refModule=nwsrl&mod=nwsrl_journal_reports_leadership,1057860,291,text/html
https://www.wsj.com/amp/articles/a-better-way-to-think-about-portfolio-rebalancing-1537754941,57120,35,text/html
https://www.wsj.com/articles/a-dream-of-being-a-whitewater-rafting-guide-1524448981,1052668,288,text/html
https://www.wsj.com/articles/the-future-of-credit-card-id-verification-1537754760?cx_refModule=nwsrl&mod=nwsrl_journal_reports_leadership,1055733,289,text/html
